ID_TA,Rating,score1,score2,score3,score4,sum_score
d2517446,3.5,4.5,5.0,4.5,4.0,18.0
d3191953,3.5,4.5,4.5,4.5,4.0,17.5
d3478764,4.5,4.0,4.0,4.0,3.5,15.5
d10302492,5.0,4.0,4.0,4.0,4.0,16.0
d12630204,4.0,4.0,4.0,4.0,4.0,16.0
d1093837,2.5,0.0,0.0,0.0,0.0,0.0
d13109544,4.0,3.5,3.0,3.0,3.0,12.5
d2171461,4.0,4.5,4.5,4.0,4.5,17.5
d4129187,2.5,4.0,4.5,4.0,3.5,16.0
d783430,4.0,4.5,4.5,0.0,4.5,13.5
d2407506,4.5,4.5,4.5,4.0,4.5,17.5
d7908111,4.5,0.0,0.0,0.0,0.0,0.0
d8759915,4.5,0.0,0.0,0.0,0.0,0.0
d1208595,4.5,4.5,4.5,4.5,4.0,17.5
d904707,3.5,4.5,4.0,3.5,4.0,16.0
d7246537,5.0,4.0,4.5,5.0,4.5,18.0
d1884058,4.5,5.0,5.0,4.5,5.0,19.5
d3709334,3.5,4.5,4.5,4.0,4.0,17.0
d986276,4.0,4.5,4.5,4.0,4.5,17.5
d8677313,4.0,4.5,4.5,4.5,4.0,17.5
d2225278,4.5,3.5,3.5,3.5,3.5,14.0
d5614471,3.5,4.5,4.5,0.0,4.5,13.5
d3454924,3.5,4.0,4.0,0.0,3.5,11.5
d6697515,3.0,4.5,4.5,4.5,4.5,18.0
d787024,4.5,3.0,3.0,3.5,3.0,12.5
d9863670,4.5,4.0,4.0,0.0,4.5,12.5
d10333393,4.0,4.0,4.0,0.0,4.0,12.0
d12175079,4.0,3.0,3.5,4.0,3.5,14.0
d10106305,5.0,4.5,4.5,0.0,4.5,13.5
d3661709,4.0,4.0,4.0,4.5,4.5,17.0
d4227711,3.5,4.5,4.5,0.0,4.5,13.5
d7792070,4.0,4.0,4.0,4.0,3.5,15.5
d4600862,4.0,0.0,0.0,0.0,0.0,0.0
d5264429,4.0,4.5,4.5,0.0,4.0,13.0
d12410110,3.5,4.5,5.0,5.0,5.0,19.5
d4173077,3.0,4.5,4.5,4.5,4.5,18.0
d12242986,5.0,4.0,4.0,0.0,4.0,12.0
d2614607,5.0,0.0,0.0,0.0,0.0,0.0
d4768479,4.5,4.0,4.0,3.5,3.5,15.0
d5928128,4.0,4.5,4.0,4.0,4.0,16.5
d697036,4.5,4.0,4.5,4.0,3.5,16.0
d2021717,4.0,4.5,4.5,0.0,4.5,13.5
d10109314,4.5,3.5,4.0,4.0,3.5,15.0
d1038938,4.0,0.0,0.0,0.0,0.0,0.0
d4953429,4.0,4.5,4.5,4.0,4.5,17.5
d697571,4.5,4.5,4.0,0.0,4.0,12.5
d8524256,4.5,4.5,4.5,4.0,4.0,17.0
d7724601,5.0,4.5,4.5,4.0,4.0,17.0
d1093016,3.0,3.5,3.5,4.0,3.5,14.5
d8774881,4.0,4.0,4.0,4.0,3.5,15.5
d1082420,3.5,4.5,4.5,0.0,4.0,13.0
d12875617,4.0,5.0,5.0,0.0,4.5,14.5
d2390091,4.0,4.5,4.5,4.5,4.0,17.5
d1926325,4.0,4.5,4.5,4.5,4.0,17.5
d990817,3.5,4.0,4.0,4.0,4.0,16.0
d7097337,4.5,4.5,4.5,4.5,4.5,18.0
d5795578,3.5,0.0,0.0,0.0,0.0,0.0
d11842481,5.0,4.5,5.0,5.0,5.0,19.5
d12172734,4.0,0.0,0.0,0.0,0.0,0.0
d11906544,5.0,4.5,4.5,0.0,4.0,13.0
d2216928,4.0,0.0,0.0,0.0,0.0,0.0
d11543758,1.0,4.5,4.5,4.5,4.0,17.5
d3400459,4.0,4.5,4.5,4.0,4.5,17.5
d12557535,4.5,4.5,4.5,4.0,4.0,17.0
d783281,4.5,4.0,4.0,4.0,3.5,15.5
d4323006,4.0,4.0,3.5,3.5,4.0,15.0
d10026779,4.5,4.0,4.0,4.0,4.0,16.0
d6513977,4.5,4.0,4.5,0.0,4.0,12.5
d1224146,4.5,4.5,4.0,4.0,4.0,16.5
d6494498,4.0,4.0,4.0,4.0,4.0,16.0
d12563331,5.0,4.0,4.0,4.5,4.0,16.5
d8401819,4.0,4.5,4.5,4.5,4.5,18.0
d1029286,4.5,0.0,0.0,0.0,0.0,0.0
d718744,4.0,4.5,4.5,4.5,4.5,18.0
d1081584,3.5,0.0,0.0,0.0,0.0,0.0
d3735823,5.0,0.0,0.0,0.0,0.0,0.0
d4560491,4.0,4.0,4.0,4.0,4.0,16.0
d4799949,4.5,4.0,4.5,0.0,4.0,12.5
d11445075,4.5,4.0,4.5,4.0,4.5,17.0
d1336101,4.0,4.5,0.0,0.0,4.5,9.0
d12322989,5.0,4.5,4.5,4.5,4.0,17.5
d13150829,4.0,4.0,3.5,3.5,3.0,14.0
d8008981,4.5,4.5,4.5,4.5,4.0,17.5
d12921595,4.5,3.0,3.5,0.0,3.5,10.0
d1904460,4.0,0.0,0.0,0.0,0.0,0.0
d779167,4.0,4.5,4.0,4.0,4.0,16.5
d4909559,4.0,4.5,4.5,4.5,4.5,18.0
d2437956,4.0,4.0,4.5,0.0,4.0,12.5
d1081959,4.5,4.0,4.0,4.0,4.0,16.0
d4410180,4.0,4.0,3.5,3.0,4.0,14.5
d1100325,3.5,4.0,4.0,0.0,4.0,12.0
d8090662,4.5,3.5,4.0,0.0,3.5,11.0
d3431140,3.5,4.5,4.5,4.0,4.0,17.0
d4818393,4.0,0.0,0.0,0.0,0.0,0.0
d697252,4.5,4.0,4.5,4.0,4.0,16.5
d1873223,4.0,4.5,4.5,0.0,4.0,13.0
d12947166,5.0,5.0,5.0,0.0,5.0,15.0
d4083721,4.0,4.5,4.5,0.0,4.5,13.5
d10389470,4.0,5.0,5.0,5.0,5.0,20.0
d2486144,4.0,5.0,4.5,0.0,4.5,14.0
d2267111,3.0,0.0,0.0,0.0,0.0,0.0
d10734451,5.0,3.0,3.0,0.0,3.0,9.0
d13171584,4.5,4.0,4.0,3.5,3.5,15.0
d3134650,4.5,4.0,4.0,3.5,4.0,15.5
d10737035,5.0,4.5,4.0,4.5,4.5,17.5
d3613533,3.5,4.5,4.5,0.0,4.5,13.5
d2648160,4.0,4.5,4.5,4.0,4.0,17.0
d10122352,4.5,4.5,4.5,0.0,4.0,13.0
d3785147,3.0,4.0,4.0,4.0,4.0,16.0
d7687905,4.0,4.0,4.0,3.5,3.5,15.0
d718937,4.0,2.5,3.0,0.0,2.5,8.0
d3192062,4.5,0.0,0.0,0.0,0.0,0.0
d12320220,4.0,5.0,4.5,4.0,4.5,18.0
d4768291,5.0,0.0,0.0,0.0,0.0,0.0
d5425608,2.5,4.0,4.0,3.5,4.5,16.0
d8517072,4.5,4.5,4.5,4.5,4.0,17.5
d5509232,3.5,0.0,0.0,0.0,0.0,0.0
d2084827,3.5,4.5,4.5,0.0,4.5,13.5
d10587448,5.0,0.0,0.0,0.0,0.0,0.0
d8811850,4.0,0.0,0.0,0.0,0.0,0.0
d12873448,5.0,4.0,4.0,0.0,4.0,12.0
d6727449,4.5,0.0,0.0,0.0,0.0,0.0
d10179197,3.0,0.0,0.0,0.0,0.0,0.0
d7311463,4.5,4.5,4.5,0.0,4.0,13.0
d12611007,5.0,4.5,4.5,4.5,4.0,17.5
d7047167,3.5,0.0,0.0,0.0,0.0,0.0
d2091250,3.5,0.0,0.0,0.0,0.0,0.0
d1037163,2.5,4.0,4.5,0.0,4.5,13.0
d1182786,3.5,4.5,4.0,3.5,4.0,16.0
d5220257,3.5,4.5,4.5,4.5,4.0,17.5
d11962971,4.0,4.5,4.0,0.0,4.0,12.5
d7690496,4.5,3.5,3.5,3.5,3.0,13.5
d12906918,4.5,3.5,3.5,3.5,3.5,14.0
d9765679,4.5,3.5,3.5,4.0,3.0,14.0
d4924798,4.5,0.0,0.0,0.0,0.0,0.0
d5865687,4.0,0.0,0.0,0.0,0.0,0.0
d7905491,4.0,4.5,4.0,0.0,4.0,12.5
d719237,4.5,4.0,4.0,4.0,4.0,16.0
d5942142,3.5,0.0,0.0,0.0,0.0,0.0
d1137212,3.5,4.5,4.5,4.5,4.0,17.5
d1020592,4.0,3.5,3.0,3.0,3.0,12.5
d9781450,5.0,4.5,4.0,4.0,4.0,16.5
d4872826,4.0,4.0,3.5,0.0,4.0,11.5
d13203526,4.5,4.5,4.0,4.5,4.0,17.0
d5122174,3.5,2.5,3.0,3.5,3.0,12.0
d813958,3.5,0.0,0.0,0.0,0.0,0.0
d7247750,3.5,4.0,4.5,4.5,4.5,17.5
d7312499,4.5,5.0,5.0,0.0,5.0,15.0
d7644937,5.0,3.0,3.0,5.0,3.0,14.0
d10028124,4.0,4.5,4.5,4.0,4.0,17.0
d2719603,4.0,4.0,4.0,4.0,3.5,15.5
d1013794,3.5,0.0,0.0,0.0,0.0,0.0
d10784649,3.0,4.5,4.5,0.0,4.5,13.5
d2620190,3.5,4.0,4.0,0.0,4.5,12.5
d10040334,4.0,4.0,4.0,3.5,3.5,15.0
d8419110,4.0,4.0,4.0,4.0,4.0,16.0
d12685574,4.5,0.0,0.0,0.0,0.0,0.0
d9603011,4.5,4.5,4.5,4.5,4.5,18.0
d1852620,4.0,4.5,4.5,4.5,4.5,18.0
d11679759,4.5,3.5,4.0,3.5,3.5,14.5
d12112547,3.0,4.5,4.5,4.0,3.5,16.5
d3805143,4.0,4.0,3.5,4.0,3.5,15.0
d3610708,4.0,4.0,3.5,4.0,3.5,15.0
d6882587,4.0,0.0,0.0,0.0,0.0,0.0
d5962368,4.0,0.0,0.0,0.0,0.0,0.0
d4424572,4.0,0.0,0.0,0.0,0.0,0.0
d3898172,4.0,4.0,4.5,0.0,4.0,12.5
d9739262,4.0,4.0,4.0,4.0,4.0,16.0
d2637154,3.5,4.5,4.0,4.0,4.0,16.5
d3622799,4.0,4.0,4.0,3.5,3.5,15.0
d12947099,5.0,4.5,4.5,4.0,4.0,17.0
d1971797,4.5,3.5,2.5,0.0,3.0,9.0
d6981542,4.0,4.0,4.0,4.0,4.0,16.0
d10701333,4.0,0.0,0.0,0.0,0.0,0.0
d7624770,3.5,0.0,0.0,0.0,0.0,0.0
d2271370,4.0,4.0,3.5,3.5,4.5,15.5
d10047471,4.5,0.0,0.0,0.0,0.0,0.0
d10266436,4.5,4.0,4.0,3.5,4.0,15.5
d4770035,4.0,4.0,4.0,4.0,4.0,16.0
d2044612,4.5,0.0,0.0,0.0,0.0,0.0
d10271724,3.0,0.0,0.0,0.0,0.0,0.0
d10169867,4.5,0.0,4.0,0.0,4.0,8.0
d8284781,4.5,4.0,4.5,0.0,4.0,12.5
d1039067,3.0,3.5,4.0,4.0,3.5,15.0
d878520,4.0,4.0,4.0,0.0,3.5,11.5
d12902522,5.0,3.5,3.5,3.5,3.0,13.5
d12323685,4.5,0.0,0.0,0.0,0.0,0.0
d11861153,5.0,0.0,0.0,0.0,0.0,0.0
d7591680,4.0,0.0,0.0,0.0,0.0,0.0
d1070166,3.5,4.0,4.5,0.0,4.0,12.5
d2643319,3.5,4.5,4.5,4.5,4.0,17.5
d12417709,5.0,0.0,0.0,0.0,0.0,0.0
d813925,4.0,4.0,4.0,3.5,3.5,15.0
d12206760,4.5,4.5,4.5,0.0,4.5,13.5
d10769792,3.0,4.0,4.5,0.0,4.5,13.0
d731204,3.5,4.5,4.0,3.0,4.5,16.0
d10477806,4.5,4.0,4.0,3.0,4.0,15.0
d1016160,4.0,4.0,4.0,4.0,3.5,15.5
d8429273,4.5,4.5,4.5,4.0,4.0,17.0
d11958431,5.0,3.0,3.0,2.5,2.5,11.0
d11895495,4.0,4.0,4.0,4.0,4.0,16.0
d2465469,3.5,0.0,0.0,0.0,0.0,0.0
d951933,4.5,3.5,3.5,3.5,3.0,13.5
d2258959,4.0,4.5,4.0,0.0,4.5,13.0
d1043439,3.0,4.0,4.0,0.0,3.5,11.5
d7803810,4.5,4.0,4.0,4.5,4.0,16.5
d3308325,2.5,4.0,4.5,4.0,4.0,16.5
d1553821,3.5,4.0,4.0,4.0,3.5,15.5
d7804627,4.0,0.0,0.0,0.0,0.0,0.0
d1963456,4.0,4.0,4.0,4.0,4.0,16.0
d5440481,2.5,3.0,3.5,4.0,3.0,13.5
d4225439,3.5,4.0,4.0,0.0,4.5,12.5
d7933036,4.5,4.5,4.5,4.5,4.5,18.0
d10339269,4.0,0.0,0.0,0.0,0.0,0.0
d2701946,4.5,4.5,4.0,0.0,4.0,12.5
d8511258,4.5,4.0,4.0,0.0,4.0,12.0
d12598682,5.0,0.0,0.0,0.0,0.0,0.0
d8571233,4.0,4.0,4.0,3.5,4.0,15.5
d1018974,3.5,4.0,4.0,4.0,3.5,15.5
d10878563,4.0,3.5,3.0,4.0,3.0,13.5
d10250368,4.0,5.0,5.0,0.0,4.5,14.5
d11631425,4.0,4.5,4.5,4.0,4.0,17.0
d850178,4.0,3.0,3.0,3.0,2.5,11.5
d5818174,4.0,4.5,5.0,0.0,4.0,13.5
d3780762,3.5,3.0,3.0,3.0,3.0,12.0
d12936186,4.5,0.0,0.0,0.0,0.0,0.0
d9752550,4.0,4.0,4.0,3.5,3.5,15.0
d1186842,4.5,4.5,4.5,4.5,4.0,17.5
d4875639,3.5,4.5,4.5,0.0,4.5,13.5
d12996130,3.5,4.0,4.5,4.5,4.0,17.0
d952068,3.5,4.5,4.5,4.5,4.0,17.5
d1095455,4.5,4.5,4.0,3.5,4.0,16.0
d6813236,5.0,4.5,4.5,4.5,4.0,17.5
d4418101,4.5,5.0,5.0,0.0,5.0,15.0
d780204,4.5,4.5,4.5,0.0,4.5,13.5
d1136782,3.5,0.0,0.0,0.0,0.0,0.0
d7274833,4.0,4.0,4.0,4.0,4.0,16.0
d12500357,4.5,5.0,4.5,4.5,4.0,18.0
d991104,4.0,0.0,0.0,0.0,0.0,0.0
d4823847,4.0,0.0,0.0,0.0,0.0,0.0
d5077935,3.5,0.0,0.0,0.0,0.0,0.0
d802232,2.5,4.0,4.5,0.0,4.0,12.5
d8362416,4.0,5.0,5.0,0.0,4.5,14.5
d2712118,4.0,4.0,4.0,4.0,4.5,16.5
d10818786,3.0,3.5,4.0,3.0,3.5,14.0
d4769349,3.5,0.0,0.0,0.0,0.0,0.0
d8657804,4.0,4.0,4.5,0.0,4.5,13.0
d7124393,5.0,4.0,4.0,0.0,4.5,12.5
d12571297,4.0,4.5,4.5,0.0,4.5,13.5
d5080700,3.0,4.0,4.0,4.5,4.0,16.5
d1356624,3.5,4.5,4.5,0.0,4.5,13.5
d7596737,4.0,4.5,4.0,4.0,4.0,16.5
d9832010,4.5,3.5,4.0,3.5,3.5,14.5
d3253550,4.5,5.0,5.0,0.0,5.0,15.0
d11029213,4.5,4.5,4.0,4.5,4.0,17.0
d1226617,4.0,4.5,4.5,4.5,4.5,18.0
d6453074,4.0,4.5,4.5,4.5,4.5,18.0
d8602510,4.0,3.5,3.0,0.0,3.0,9.5
d11947459,4.5,4.0,4.0,4.0,3.5,15.5
d7920021,4.0,4.5,4.0,0.0,4.0,12.5
d10398981,4.0,4.5,4.5,4.0,3.5,16.5
d3685490,5.0,4.0,4.0,4.0,4.0,16.0
d8804386,3.5,4.5,4.5,0.0,4.5,13.5
d6663062,4.0,3.5,3.5,3.5,3.5,14.0
d3181841,4.0,4.0,4.0,3.5,4.0,15.5
d3538769,4.0,4.5,4.0,4.5,4.0,17.0
d7283420,4.0,4.0,4.0,5.0,4.5,17.5
d8627732,3.5,4.0,4.0,4.0,3.5,15.5
d12900896,5.0,4.5,4.5,4.5,4.0,17.5
d13087285,4.0,0.0,0.0,0.0,0.0,0.0
d12536774,3.5,4.5,4.5,0.0,4.5,13.5
d10744198,4.5,4.0,4.0,3.5,3.0,14.5
d12099376,4.5,4.5,4.5,4.0,4.5,17.5
d10478105,3.0,4.0,4.0,3.5,3.5,15.0
d8277124,4.5,4.5,4.5,0.0,4.5,13.5
d9729580,3.0,3.5,3.5,3.5,3.5,14.0
d3675106,4.0,4.5,4.5,4.0,4.0,17.0
d1887046,3.5,4.0,3.5,3.5,4.0,15.0
d7211474,4.0,0.0,0.0,0.0,0.0,0.0
d3529487,4.0,4.0,4.0,0.0,4.0,12.0
d5812483,4.5,0.0,0.0,0.0,0.0,0.0
d997616,4.0,4.0,3.5,4.5,4.0,16.0
d9710368,4.5,4.0,4.0,4.0,4.0,16.0
d11951673,3.0,4.5,4.5,4.5,4.5,18.0
d2618233,4.5,4.5,4.5,4.5,4.0,17.5
d12404527,5.0,4.0,4.0,4.0,3.5,15.5
d11978912,4.0,4.5,4.5,4.0,4.5,17.5
d11931682,4.0,4.0,4.0,3.5,4.0,15.5
d8810157,4.5,4.5,4.5,4.5,4.0,17.5
d1153049,3.5,3.5,3.5,0.0,3.0,10.0
d4580777,4.0,4.0,4.0,3.5,3.5,15.0
d8076891,4.0,4.0,4.0,4.0,4.0,16.0
d1025147,4.0,2.5,2.5,0.0,3.0,8.0
d5308351,4.0,0.0,0.0,0.0,0.0,0.0
d1099621,4.0,4.0,4.0,3.5,4.5,16.0
d7160467,4.0,4.5,4.5,0.0,4.5,13.5
d1178760,4.5,2.5,2.5,0.0,2.5,7.5
d795687,3.5,4.0,4.0,4.0,4.0,16.0
d13139047,4.5,4.5,4.5,4.0,4.5,17.5
d8017581,4.5,4.5,4.5,4.0,4.0,17.0
d3544710,3.5,4.5,4.0,3.0,4.5,16.0
d1027670,4.5,4.0,4.0,3.5,4.5,16.0
d4769810,3.5,4.5,4.5,4.5,4.5,18.0
d3692741,3.0,4.5,4.5,0.0,4.5,13.5
d11812785,5.0,4.0,4.0,4.0,3.5,15.5
d9602787,5.0,4.0,4.0,0.0,3.5,11.5
d5533891,4.5,4.5,4.5,0.0,4.5,13.5
d7850012,4.5,4.5,4.5,4.5,4.5,18.0
d12709936,5.0,0.0,0.0,0.0,0.0,0.0
d4473807,4.0,0.0,0.0,0.0,0.0,0.0
d11958324,3.0,4.5,4.5,4.0,4.5,17.5
d1526719,4.0,3.5,4.0,4.0,4.0,15.5
d12571607,4.0,0.0,0.0,0.0,0.0,0.0
d10076062,5.0,4.5,5.0,0.0,4.5,14.0
d7599401,4.5,4.0,4.0,4.0,3.5,15.5
d12564018,4.5,4.0,4.0,4.0,4.0,16.0
d12407347,3.5,4.0,4.5,4.0,4.5,17.0
d1871954,4.5,4.0,4.0,4.0,4.0,16.0
d12971996,5.0,0.0,0.0,0.0,0.0,0.0
d5081396,3.0,4.5,4.0,4.0,3.5,16.0
d2489872,4.0,4.5,4.0,4.5,4.0,17.0
d10698854,4.5,3.5,4.0,3.5,4.0,15.0
d695264,4.0,3.5,4.0,0.0,3.5,11.0
d7651862,4.0,5.0,5.0,0.0,5.0,15.0
d4191913,4.0,4.0,4.0,3.5,4.0,15.5
d9747453,4.0,4.5,5.0,4.5,4.5,18.5
d3853544,3.0,4.5,4.5,4.0,4.5,17.5
d2374918,4.0,0.0,0.0,0.0,0.0,0.0
d6826426,4.0,0.0,0.0,0.0,0.0,0.0
d2042134,4.0,0.0,0.0,0.0,0.0,0.0
d8264568,4.5,3.5,3.5,3.0,3.5,13.5
d4492506,4.5,4.0,4.5,0.0,4.5,13.0
d1019955,3.5,4.5,4.5,0.0,4.0,13.0
d2001507,3.5,3.5,3.0,3.0,3.0,12.5
d10412920,4.0,4.0,4.5,4.0,3.5,16.0
d8673833,3.0,4.0,4.0,0.0,4.0,12.0
d1013511,3.5,4.5,4.5,0.0,4.0,13.0
d4236147,4.0,4.5,4.5,0.0,4.5,13.5
d3654659,4.5,4.5,4.5,4.5,4.0,17.5
d8505654,2.5,4.0,4.5,4.5,4.0,17.0
d11799782,4.0,4.5,4.5,0.0,4.5,13.5
d2175380,3.5,4.0,3.5,3.5,3.5,14.5
d6369030,4.0,4.0,4.0,0.0,3.5,11.5
d947018,3.5,4.0,4.0,3.5,3.5,15.0
d10170180,4.0,3.0,3.5,3.0,3.0,12.5
d10488130,4.5,4.0,4.0,3.5,4.0,15.5
d8384800,4.5,4.0,4.0,3.5,4.0,15.5
d1503730,4.5,0.0,0.0,0.0,0.0,0.0
d5971427,3.5,4.0,3.5,0.0,3.5,11.0
d10811036,4.5,4.0,4.0,0.0,4.0,12.0
d5506292,3.5,4.0,4.0,4.0,4.0,16.0
d731210,3.5,4.5,4.5,0.0,4.5,13.5
d12164454,4.5,4.5,4.5,4.5,4.5,18.0
d7772581,4.5,3.0,3.0,5.0,2.5,13.5
d7660183,3.5,4.0,4.0,4.0,3.5,15.5
d5122657,2.0,5.0,4.5,0.0,4.5,14.0
d3192453,4.0,4.0,4.0,0.0,4.0,12.0
d4768668,4.5,0.0,0.0,0.0,0.0,0.0
d3456729,4.0,3.5,4.0,4.0,3.5,15.0
d10488468,3.5,4.5,4.5,0.0,4.5,13.5
d6482548,4.5,3.5,3.5,4.5,3.5,15.0
d5081096,3.5,4.0,3.5,3.5,3.5,14.5
d1071288,4.0,3.5,3.5,3.0,3.5,13.5
d5616257,2.5,2.5,2.5,2.5,3.0,10.5
d12927216,4.0,3.0,3.0,0.0,3.5,9.5
d10686851,3.0,4.0,4.0,4.0,4.0,16.0
d8425435,4.5,4.0,4.0,3.5,4.0,15.5
d790369,4.0,4.0,4.0,0.0,4.5,12.5
d1079439,4.0,4.5,4.0,0.0,4.5,13.0
d7189024,4.5,4.0,4.5,4.0,4.0,16.5
d11871901,1.0,4.5,5.0,4.0,5.0,18.5
d1327141,4.0,4.5,4.5,4.0,4.0,17.0
d6701548,4.0,4.0,4.0,4.0,3.5,15.5
d10474731,4.0,4.5,4.5,0.0,4.5,13.5
d1912599,4.0,4.5,4.5,4.5,4.5,18.0
d6385547,4.0,4.0,4.0,3.5,4.0,15.5
d697259,4.0,4.0,4.0,4.0,4.0,16.0
d8049985,4.5,4.0,4.0,4.0,4.0,16.0
d8516817,4.5,4.0,4.5,4.0,4.0,16.5
d990664,3.0,4.0,4.5,4.0,4.0,16.5
d7208833,4.0,4.0,4.0,4.5,4.0,16.5
d8339929,3.5,4.0,4.5,0.0,4.5,13.0
d4324139,4.5,4.5,4.5,0.0,4.5,13.5
d1019284,4.0,4.0,4.0,4.0,3.5,15.5
d12495979,5.0,0.0,0.0,0.0,0.0,0.0
d5583335,4.0,3.5,3.5,3.5,3.5,14.0
d8414125,4.0,0.0,0.0,0.0,0.0,0.0
d13279636,4.5,4.5,4.5,0.0,4.5,13.5
d7002116,4.0,4.5,5.0,0.0,5.0,14.5
d752894,4.5,0.0,0.0,0.0,0.0,0.0
d5522002,4.5,0.0,0.0,0.0,0.0,0.0
d5972350,3.5,4.0,4.0,4.0,3.5,15.5
d7787852,4.0,0.0,0.0,0.0,0.0,0.0
d10784629,2.0,5.0,4.5,0.0,4.5,14.0
d8276525,4.5,4.5,4.5,0.0,4.5,13.5
d10201077,3.0,4.0,4.0,4.0,4.0,16.0
d742407,3.5,4.5,4.5,0.0,4.5,13.5
d12078773,5.0,4.0,4.0,4.0,4.0,16.0
d5776307,3.0,4.0,4.0,0.0,3.5,11.5
d8123141,4.0,4.5,4.5,0.0,4.5,13.5
d806051,3.5,3.5,3.5,3.5,4.0,14.5
d4007924,4.0,4.5,4.5,0.0,4.5,13.5
d9742180,3.5,0.0,0.0,0.0,0.0,0.0
d8713635,4.5,4.5,4.5,0.0,4.0,13.0
d7986173,4.0,4.0,4.0,3.5,3.5,15.0
d719518,4.0,4.0,4.0,4.0,4.0,16.0
d4919283,3.5,0.0,0.0,0.0,0.0,0.0
d12452377,3.5,4.0,4.5,3.5,3.5,15.5
d12277704,4.0,4.0,4.5,0.0,4.0,12.5
d3859070,4.5,2.5,2.0,0.0,2.5,7.0
d8737446,4.0,4.0,3.5,4.0,4.0,15.5
d5519810,4.0,4.5,4.0,0.0,4.0,12.5
d1172837,3.5,4.0,3.5,3.0,4.0,14.5
d2263352,4.0,4.0,4.0,3.5,4.0,15.5
d1929118,2.5,4.5,4.5,4.5,4.5,18.0
d10859217,5.0,0.0,0.0,0.0,0.0,0.0
d11793939,4.0,4.0,4.0,0.0,4.0,12.0
d8808859,4.0,4.0,4.5,0.0,4.5,13.0
d11929974,5.0,4.0,3.5,3.5,3.5,14.5
d9769328,4.5,5.0,4.5,0.0,4.5,14.0
d1674503,4.0,0.0,0.0,0.0,0.0,0.0
d1746716,4.0,4.0,4.0,4.5,3.5,16.0
d3738693,3.5,4.0,3.5,3.5,3.5,14.5
d9740703,4.0,4.0,4.0,0.0,4.0,12.0
d4091909,4.0,3.5,4.0,3.5,3.5,14.5
d4811912,4.0,4.5,4.5,0.0,4.5,13.5
d1898848,4.5,4.5,4.0,4.0,4.0,16.5
d12384001,5.0,0.0,0.0,0.0,0.0,0.0
d5518556,4.0,4.5,4.0,0.0,4.0,12.5
d1139366,4.0,4.0,4.0,0.0,3.5,11.5
d8463851,4.0,0.0,0.0,0.0,0.0,0.0
d10467094,4.0,0.0,0.0,0.0,0.0,0.0
d1044726,4.5,4.0,4.5,0.0,4.0,12.5
d4731719,2.5,4.5,4.5,0.0,4.5,13.5
d12233546,4.0,3.5,3.5,4.0,3.0,14.0
d11911250,5.0,5.0,4.5,0.0,4.5,14.0
d10613140,5.0,2.5,2.0,3.0,2.0,9.5
d11950716,1.0,3.5,3.5,0.0,4.0,11.0
d11795167,4.0,4.5,4.5,4.0,3.5,16.5
d10841012,4.0,4.0,4.5,4.0,4.0,16.5
d2149251,3.0,0.0,0.0,0.0,0.0,0.0
d805464,4.0,0.0,0.0,0.0,0.0,0.0
d8596967,4.5,4.0,4.0,3.5,4.0,15.5
d2516361,4.5,5.0,5.0,0.0,5.0,15.0
d7147205,4.0,4.5,4.0,0.0,4.0,12.5
d7966501,5.0,3.5,3.0,3.5,3.0,13.0
d9710052,4.5,0.0,0.0,0.0,0.0,0.0
d10146454,4.0,4.0,4.5,0.0,4.0,12.5
d7347239,4.0,4.0,4.0,3.5,4.0,15.5
d10041332,4.0,4.0,4.0,4.0,3.5,15.5
d3153451,4.0,0.0,0.0,0.0,0.0,0.0
d1048529,4.0,4.0,4.0,3.0,3.5,14.5
d2439603,4.0,4.0,4.0,4.0,3.5,15.5
d6620235,4.5,5.0,4.5,0.0,4.0,13.5
d8853180,3.5,3.5,3.5,4.5,3.5,15.0
d4212687,4.5,0.0,0.0,0.0,0.0,0.0
d6988362,4.5,4.5,4.0,3.5,4.0,16.0
d9456607,4.5,4.5,4.0,0.0,3.5,12.0
d3499028,4.5,4.5,4.5,0.0,4.5,13.5
d12414220,1.5,3.5,3.5,0.0,3.0,10.0
d7595454,4.0,0.0,0.0,0.0,0.0,0.0
d12447984,4.5,3.5,4.5,4.5,4.5,17.0
d1112673,4.0,4.5,4.5,0.0,4.5,13.5
d1926746,4.0,4.0,4.0,0.0,4.0,12.0
d12147644,4.5,0.0,0.0,0.0,0.0,0.0
d5264440,4.5,4.0,4.0,0.0,3.5,11.5
d12842559,5.0,4.5,4.5,4.0,4.5,17.5
d5667751,2.0,4.5,4.5,0.0,4.5,13.5
d5825135,4.0,4.0,3.0,0.0,4.0,11.0
d12883544,3.0,4.5,4.5,0.0,4.0,13.0
d12219822,5.0,4.0,4.0,3.5,3.5,15.0
d10595133,5.0,0.0,0.0,0.0,0.0,0.0
d12516525,3.5,0.0,0.0,0.0,0.0,0.0
d2549710,4.0,0.0,0.0,0.0,0.0,0.0
d795704,4.5,3.5,3.5,0.0,3.0,10.0
d7132084,5.0,4.0,5.0,0.0,4.5,13.5
d11766630,3.0,4.0,4.0,4.0,4.0,16.0
d6732811,4.5,4.0,4.0,4.0,4.0,16.0
d1069513,4.5,3.0,3.0,3.0,2.5,11.5
d9745343,5.0,3.5,3.0,0.0,3.0,9.5
d5520230,4.0,0.0,0.0,0.0,0.0,0.0
d13206566,5.0,4.0,4.0,4.0,4.0,16.0
d11885698,5.0,4.0,3.0,3.0,3.0,13.0
